Date,WS [MPH],QC
2021-01-01 00:00:00,12.35,QA'ed
2021-01-01 00:15:00,11.41,QA'ed
2021-01-01 00:30:00,10.06,QA'ed
2021-01-01 00:45:00,9.28,QA'ed
2021-01-01 01:00:00,10.27,QA'ed
2021-01-01 01:15:00,10.84,QA'ed
2021-01-01 01:30:00,9.19,QA'ed
2021-01-01 01:45:00,7.06,QA'ed
2021-01-01 02:00:00,6.73,QA'ed
2021-01-01 02:15:00,8.48,QA'ed
2021-01-01 02:30:00,7.88,QA'ed
2021-01-01 02:45:00,7.82,QA'ed
2021-01-01 03:00:00,9.06,QA'ed
2021-01-01 03:15:00,9.01,QA'ed
2021-01-01 03:30:00,8.42,QA'ed
2021-01-01 03:45:00,9.45,QA'ed
2021-01-01 04:00:00,9.8,QA'ed
2021-01-01 04:15:00,9.49,QA'ed
2021-01-01 04:30:00,8.89,QA'ed
2021-01-01 04:45:00,10.46,QA'ed
2021-01-01 05:00:00,10.43,QA'ed
2021-01-01 05:15:00,10.9,QA'ed
2021-01-01 05:30:00,10.89,QA'ed
2021-01-01 05:45:00,11.57,QA'ed
2021-01-01 06:00:00,12.1,QA'ed
2021-01-01 06:15:00,12.67,QA'ed
2021-01-01 06:30:00,11.12,QA'ed
2021-01-01 06:45:00,9.98,QA'ed
2021-01-01 07:00:00,10.09,QA'ed
2021-01-01 07:15:00,9.98,QA'ed
2021-01-01 07:30:00,9.8,QA'ed
2021-01-01 07:45:00,9.11,QA'ed
2021-01-01 08:00:00,8.17,QA'ed
2021-01-01 08:15:00,7.78,QA'ed
2021-01-01 08:30:00,6.77,QA'ed
2021-01-01 08:45:00,6.02,QA'ed
2021-01-01 09:00:00,5.23,QA'ed
2021-01-01 09:15:00,5.31,QA'ed
2021-01-01 09:30:00,6.33,QA'ed
2021-01-01 09:45:00,8.8,QA'ed
2021-01-01 10:00:00,11.19,QA'ed
2021-01-01 10:15:00,12.47,QA'ed
2021-01-01 10:30:00,14.57,QA'ed
2021-01-01 10:45:00,12.86,QA'ed
2021-01-01 11:00:00,15.09,QA'ed
2021-01-01 11:15:00,15.33,QA'ed
2021-01-01 11:30:00,14.54,QA'ed
2021-01-01 11:45:00,12.76,QA'ed
2021-01-01 12:00:00,12.09,QA'ed
2021-01-01 12:15:00,11.9,QA'ed
2021-01-01 12:30:00,13.34,QA'ed
2021-01-01 12:45:00,12.84,QA'ed
2021-01-01 13:00:00,11.86,QA'ed
2021-01-01 13:15:00,12.57,QA'ed
2021-01-01 13:30:00,11.96,QA'ed
2021-01-01 13:45:00,10.3,QA'ed
2021-01-01 14:00:00,8.84,QA'ed
2021-01-01 14:15:00,8.93,QA'ed
2021-01-01 14:30:00,9.0,QA'ed
2021-01-01 14:45:00,7.6,QA'ed
2021-01-01 15:00:00,8.01,QA'ed
2021-01-01 15:15:00,10.85,QA'ed
2021-01-01 15:30:00,11.22,QA'ed
2021-01-01 15:45:00,10.35,QA'ed
2021-01-01 16:00:00,11.25,QA'ed
2021-01-01 16:15:00,9.52,QA'ed
2021-01-01 16:30:00,10.04,QA'ed
2021-01-01 16:45:00,10.47,QA'ed
2021-01-01 17:00:00,9.73,QA'ed
2021-01-01 17:15:00,9.96,QA'ed
2021-01-01 17:30:00,9.66,QA'ed
2021-01-01 17:45:00,8.61,QA'ed
2021-01-01 18:00:00,9.82,QA'ed
2021-01-01 18:15:00,10.19,QA'ed
2021-01-01 18:30:00,8.64,QA'ed
2021-01-01 18:45:00,7.23,QA'ed
2021-01-01 19:00:00,8.33,QA'ed
2021-01-01 19:15:00,8.08,QA'ed
2021-01-01 19:30:00,8.03,QA'ed
2021-01-01 19:45:00,8.18,QA'ed
2021-01-01 20:00:00,7.84,QA'ed
2021-01-01 20:15:00,7.42,QA'ed
2021-01-01 20:30:00,6.94,QA'ed
2021-01-01 20:45:00,6.07,QA'ed
2021-01-01 21:00:00,4.88,QA'ed
2021-01-01 21:15:00,4.06,QA'ed
2021-01-01 21:30:00,3.92,QA'ed
2021-01-01 21:45:00,4.16,QA'ed
2021-01-01 22:00:00,4.54,QA'ed
2021-01-01 22:15:00,3.74,QA'ed
2021-01-01 22:30:00,3.94,QA'ed
2021-01-01 22:45:00,4.04,QA'ed
2021-01-01 23:00:00,4.8,QA'ed
2021-01-01 23:15:00,5.2,QA'ed
2021-01-01 23:30:00,6.52,QA'ed
2021-01-01 23:45:00,6.9,QA'ed
2021-01-02 00:00:00,6.95,QA'ed
2021-01-02 00:15:00,6.84,QA'ed
2021-01-02 00:30:00,6.98,QA'ed
2021-01-02 00:45:00,6.93,QA'ed
2021-01-02 01:00:00,7.28,QA'ed
2021-01-02 01:15:00,7.39,QA'ed
2021-01-02 01:30:00,7.8,QA'ed
2021-01-02 01:45:00,7.03,QA'ed
2021-01-02 02:00:00,6.52,QA'ed
2021-01-02 02:15:00,6.62,QA'ed
2021-01-02 02:30:00,5.77,QA'ed
2021-01-02 02:45:00,4.72,QA'ed
2021-01-02 03:00:00,4.21,QA'ed
2021-01-02 03:15:00,4.31,QA'ed
2021-01-02 03:30:00,4.35,QA'ed
2021-01-02 03:45:00,4.63,QA'ed
2021-01-02 04:00:00,3.91,QA'ed
2021-01-02 04:15:00,4.18,QA'ed
2021-01-02 04:30:00,6.52,QA'ed
2021-01-02 04:45:00,6.65,QA'ed
2021-01-02 05:00:00,6.31,QA'ed
2021-01-02 05:15:00,6.77,QA'ed
2021-01-02 05:30:00,8.8,QA'ed
2021-01-02 05:45:00,8.81,QA'ed
2021-01-02 06:00:00,8.32,QA'ed
2021-01-02 06:15:00,8.11,QA'ed
2021-01-02 06:30:00,8.67,QA'ed
2021-01-02 06:45:00,8.31,QA'ed
2021-01-02 07:00:00,6.73,QA'ed
2021-01-02 07:15:00,5.55,QA'ed
2021-01-02 07:30:00,5.97,QA'ed
2021-01-02 07:45:00,8.52,QA'ed
2021-01-02 08:00:00,9.38,QA'ed
2021-01-02 08:15:00,8.02,QA'ed
2021-01-02 08:30:00,8.4,QA'ed
2021-01-02 08:45:00,6.93,QA'ed
2021-01-02 09:00:00,5.86,QA'ed
2021-01-02 09:15:00,6.17,QA'ed
2021-01-02 09:30:00,7.32,QA'ed
2021-01-02 09:45:00,7.46,QA'ed
2021-01-02 10:00:00,9.58,QA'ed
2021-01-02 10:15:00,10.27,QA'ed
2021-01-02 10:30:00,12.02,QA'ed
2021-01-02 10:45:00,10.63,QA'ed
2021-01-02 11:00:00,10.17,QA'ed
2021-01-02 11:15:00,9.37,QA'ed
2021-01-02 11:30:00,7.45,QA'ed
2021-01-02 11:45:00,7.04,QA'ed
2021-01-02 12:00:00,7.88,QA'ed
2021-01-02 12:15:00,9.89,QA'ed
2021-01-02 12:30:00,10.12,QA'ed
2021-01-02 12:45:00,11.52,QA'ed
2021-01-02 13:00:00,11.62,QA'ed
2021-01-02 13:15:00,10.89,QA'ed
2021-01-02 13:30:00,10.89,QA'ed
2021-01-02 13:45:00,10.47,QA'ed
2021-01-02 14:00:00,10.3,QA'ed
2021-01-02 14:15:00,11.14,QA'ed
2021-01-02 14:30:00,10.85,QA'ed
2021-01-02 14:45:00,9.95,QA'ed
2021-01-02 15:00:00,9.74,QA'ed
2021-01-02 15:15:00,10.19,QA'ed
2021-01-02 15:30:00,9.13,QA'ed
2021-01-02 15:45:00,9.54,QA'ed
2021-01-02 16:00:00,9.64,QA'ed
2021-01-02 16:15:00,9.5,QA'ed
2021-01-02 16:30:00,9.27,QA'ed
2021-01-02 16:45:00,10.49,QA'ed
2021-01-02 17:00:00,11.26,QA'ed
2021-01-02 17:15:00,11.72,QA'ed
2021-01-02 17:30:00,10.9,QA'ed
2021-01-02 17:45:00,11.32,QA'ed
2021-01-02 18:00:00,11.39,QA'ed
2021-01-02 18:15:00,11.06,QA'ed
2021-01-02 18:30:00,8.95,QA'ed
2021-01-02 18:45:00,9.11,QA'ed
2021-01-02 19:00:00,8.94,QA'ed
2021-01-02 19:15:00,8.96,QA'ed
2021-01-02 19:30:00,8.17,QA'ed
2021-01-02 19:45:00,8.61,QA'ed
2021-01-02 20:00:00,7.72,QA'ed
2021-01-02 20:15:00,8.9,QA'ed
2021-01-02 20:30:00,7.82,QA'ed
2021-01-02 20:45:00,6.79,QA'ed
2021-01-02 21:00:00,6.34,QA'ed
2021-01-02 21:15:00,7.33,QA'ed
2021-01-02 21:30:00,6.74,QA'ed
2021-01-02 21:45:00,8.22,QA'ed
2021-01-02 22:00:00,9.15,QA'ed
2021-01-02 22:15:00,7.66,QA'ed
2021-01-02 22:30:00,8.37,QA'ed
2021-01-02 22:45:00,7.8,QA'ed
2021-01-02 23:00:00,9.01,QA'ed
2021-01-02 23:15:00,9.71,QA'ed
2021-01-02 23:30:00,11.58,QA'ed
2021-01-02 23:45:00,10.98,QA'ed
2021-01-03 00:00:00,10.65,QA'ed
2021-01-03 00:15:00,11.45,QA'ed
2021-01-03 00:30:00,12.34,QA'ed
2021-01-03 00:45:00,11.51,QA'ed
2021-01-03 01:00:00,10.88,QA'ed
2021-01-03 01:15:00,12.25,QA'ed
2021-01-03 01:30:00,10.3,QA'ed
2021-01-03 01:45:00,10.81,QA'ed
2021-01-03 02:00:00,10.2,QA'ed
2021-01-03 02:15:00,9.4,QA'ed
2021-01-03 02:30:00,9.01,QA'ed
2021-01-03 02:45:00,10.64,QA'ed
2021-01-03 03:00:00,9.6,QA'ed
2021-01-03 03:15:00,9.68,QA'ed
2021-01-03 03:30:00,9.81,QA'ed
2021-01-03 03:45:00,9.78,QA'ed
2021-01-03 04:00:00,9.29,QA'ed
2021-01-03 04:15:00,9.08,QA'ed
2021-01-03 04:30:00,8.98,QA'ed
2021-01-03 04:45:00,7.52,QA'ed
2021-01-03 05:00:00,7.56,QA'ed
2021-01-03 05:15:00,7.06,QA'ed
2021-01-03 05:30:00,6.13,QA'ed
2021-01-03 05:45:00,6.4,QA'ed
2021-01-03 06:00:00,7.54,QA'ed
2021-01-03 06:15:00,8.71,QA'ed
2021-01-03 06:30:00,10.46,QA'ed
2021-01-03 06:45:00,10.53,QA'ed
2021-01-03 07:00:00,11.11,QA'ed
2021-01-03 07:15:00,10.29,QA'ed
2021-01-03 07:30:00,9.8,QA'ed
2021-01-03 07:45:00,10.26,QA'ed
2021-01-03 08:00:00,10.31,QA'ed
2021-01-03 08:15:00,9.34,QA'ed
2021-01-03 08:30:00,9.54,QA'ed
2021-01-03 08:45:00,9.0,QA'ed
2021-01-03 09:00:00,9.34,QA'ed
2021-01-03 09:15:00,8.52,QA'ed
2021-01-03 09:30:00,8.37,QA'ed
2021-01-03 09:45:00,7.32,QA'ed
2021-01-03 10:00:00,7.15,QA'ed
2021-01-03 10:15:00,6.91,QA'ed
2021-01-03 10:30:00,7.66,QA'ed
2021-01-03 10:45:00,8.19,QA'ed
2021-01-03 11:00:00,8.31,QA'ed
2021-01-03 11:15:00,9.76,QA'ed
2021-01-03 11:30:00,9.89,QA'ed
2021-01-03 11:45:00,10.79,QA'ed
2021-01-03 12:00:00,9.1,QA'ed
2021-01-03 12:15:00,7.79,QA'ed
2021-01-03 12:30:00,6.49,QA'ed
2021-01-03 12:45:00,6.12,QA'ed
2021-01-03 13:00:00,6.92,QA'ed
2021-01-03 13:15:00,8.0,QA'ed
2021-01-03 13:30:00,6.76,QA'ed
2021-01-03 13:45:00,6.32,QA'ed
2021-01-03 14:00:00,5.9,QA'ed
2021-01-03 14:15:00,5.53,QA'ed
2021-01-03 14:30:00,6.69,QA'ed
2021-01-03 14:45:00,7.6,QA'ed
2021-01-03 15:00:00,6.24,QA'ed
2021-01-03 15:15:00,8.14,QA'ed
2021-01-03 15:30:00,7.68,QA'ed
2021-01-03 15:45:00,8.15,QA'ed
2021-01-03 16:00:00,9.43,QA'ed
2021-01-03 16:15:00,9.02,QA'ed
2021-01-03 16:30:00,8.73,QA'ed
2021-01-03 16:45:00,8.7,QA'ed
2021-01-03 17:00:00,10.35,QA'ed
2021-01-03 17:15:00,8.95,QA'ed
2021-01-03 17:30:00,9.5,QA'ed
2021-01-03 17:45:00,7.26,QA'ed
2021-01-03 18:00:00,8.16,QA'ed
2021-01-03 18:15:00,9.7,QA'ed
2021-01-03 18:30:00,8.51,QA'ed
2021-01-03 18:45:00,9.1,QA'ed
2021-01-03 19:00:00,9.0,QA'ed
2021-01-03 19:15:00,8.6,QA'ed
2021-01-03 19:30:00,9.27,QA'ed
2021-01-03 19:45:00,8.49,QA'ed
2021-01-03 20:00:00,7.75,QA'ed
2021-01-03 20:15:00,6.54,QA'ed
2021-01-03 20:30:00,6.06,QA'ed
2021-01-03 20:45:00,6.59,QA'ed
2021-01-03 21:00:00,6.01,QA'ed
2021-01-03 21:15:00,6.07,QA'ed
2021-01-03 21:30:00,6.01,QA'ed
2021-01-03 21:45:00,5.91,QA'ed
2021-01-03 22:00:00,5.4,QA'ed
2021-01-03 22:15:00,7.41,QA'ed
2021-01-03 22:30:00,8.15,QA'ed
2021-01-03 22:45:00,8.65,QA'ed
2021-01-03 23:00:00,7.33,QA'ed
2021-01-03 23:15:00,6.52,QA'ed
2021-01-03 23:30:00,6.52,QA'ed
2021-01-03 23:45:00,5.55,QA'ed
2021-01-04 00:00:00,4.54,QA'ed
2021-01-04 00:15:00,5.81,QA'ed
2021-01-04 00:30:00,5.62,QA'ed
2021-01-04 00:45:00,5.4,QA'ed
2021-01-04 01:00:00,6.3,QA'ed
2021-01-04 01:15:00,8.09,QA'ed
2021-01-04 01:30:00,8.77,QA'ed
2021-01-04 01:45:00,9.33,QA'ed
2021-01-04 02:00:00,8.25,QA'ed
2021-01-04 02:15:00,7.3,QA'ed
2021-01-04 02:30:00,6.09,QA'ed
2021-01-04 02:45:00,8.14,QA'ed
2021-01-04 03:00:00,7.36,QA'ed
2021-01-04 03:15:00,7.94,QA'ed
2021-01-04 03:30:00,9.61,QA'ed
2021-01-04 03:45:00,9.43,QA'ed
2021-01-04 04:00:00,10.82,QA'ed
2021-01-04 04:15:00,11.16,QA'ed
2021-01-04 04:30:00,8.85,QA'ed
2021-01-04 04:45:00,11.18,QA'ed
2021-01-04 05:00:00,14.62,QA'ed
2021-01-04 05:15:00,11.42,QA'ed
2021-01-04 05:30:00,15.44,QA'ed
2021-01-04 05:45:00,15.32,QA'ed
2021-01-04 06:00:00,15.89,QA'ed
2021-01-04 06:15:00,16.2,QA'ed
2021-01-04 06:30:00,15.11,QA'ed
2021-01-04 06:45:00,13.52,QA'ed
2021-01-04 07:00:00,12.8,QA'ed
2021-01-04 07:15:00,12.88,QA'ed
2021-01-04 07:30:00,11.45,QA'ed
2021-01-04 07:45:00,11.48,QA'ed
2021-01-04 08:00:00,11.12,QA'ed
2021-01-04 08:15:00,11.0,QA'ed
2021-01-04 08:30:00,10.56,QA'ed
2021-01-04 08:45:00,10.3,QA'ed
2021-01-04 09:00:00,10.88,QA'ed
2021-01-04 09:15:00,10.84,QA'ed
2021-01-04 09:30:00,7.97,QA'ed
2021-01-04 09:45:00,5.97,QA'ed
2021-01-04 10:00:00,3.73,QA'ed
2021-01-04 10:15:00,4.93,QA'ed
2021-01-04 10:30:00,7.3,QA'ed
2021-01-04 10:45:00,9.21,QA'ed
2021-01-04 11:00:00,9.63,QA'ed
2021-01-04 11:15:00,10.35,QA'ed
2021-01-04 11:30:00,8.46,QA'ed
2021-01-04 11:45:00,7.71,QA'ed
2021-01-04 12:00:00,8.38,QA'ed
2021-01-04 12:15:00,9.18,QA'ed
2021-01-04 12:30:00,7.79,QA'ed
2021-01-04 12:45:00,10.0,QA'ed
2021-01-04 13:00:00,9.65,QA'ed
2021-01-04 13:15:00,8.22,QA'ed
2021-01-04 13:30:00,7.5,QA'ed
2021-01-04 13:45:00,7.14,QA'ed
2021-01-04 14:00:00,6.26,QA'ed
2021-01-04 14:15:00,4.44,QA'ed
2021-01-04 14:30:00,4.49,QA'ed
2021-01-04 14:45:00,4.1,QA'ed
2021-01-04 15:00:00,3.92,QA'ed
2021-01-04 15:15:00,4.61,QA'ed
2021-01-04 15:30:00,3.93,QA'ed
2021-01-04 15:45:00,3.69,QA'ed
2021-01-04 16:00:00,3.42,QA'ed
2021-01-04 16:15:00,2.3,QA'ed
2021-01-04 16:30:00,3.57,QA'ed
2021-01-04 16:45:00,3.56,QA'ed
2021-01-04 17:00:00,3.49,QA'ed
2021-01-04 17:15:00,2.97,QA'ed
2021-01-04 17:30:00,2.31,QA'ed
2021-01-04 17:45:00,6.59,QA'ed
2021-01-04 18:00:00,8.14,QA'ed
2021-01-04 18:15:00,8.27,QA'ed
2021-01-04 18:30:00,7.82,QA'ed
2021-01-04 18:45:00,8.21,QA'ed
2021-01-04 19:00:00,9.84,QA'ed
2021-01-04 19:15:00,11.26,QA'ed
2021-01-04 19:30:00,12.49,QA'ed
2021-01-04 19:45:00,13.0,QA'ed
2021-01-04 20:00:00,14.35,QA'ed
2021-01-04 20:15:00,15.79,QA'ed
2021-01-04 20:30:00,16.65,QA'ed
2021-01-04 20:45:00,15.58,QA'ed
2021-01-04 21:00:00,13.27,QA'ed
2021-01-04 21:15:00,9.3,QA'ed
2021-01-04 21:30:00,8.34,QA'ed
2021-01-04 21:45:00,10.03,QA'ed
2021-01-04 22:00:00,10.28,QA'ed
2021-01-04 22:15:00,11.56,QA'ed
2021-01-04 22:30:00,12.18,QA'ed
2021-01-04 22:45:00,12.55,QA'ed
2021-01-04 23:00:00,12.21,QA'ed
2021-01-04 23:15:00,11.64,QA'ed
2021-01-04 23:30:00,12.22,QA'ed
2021-01-04 23:45:00,12.27,QA'ed
2021-01-05 00:00:00,11.78,QA'ed
2021-01-05 00:15:00,9.82,QA'ed
2021-01-05 00:30:00,8.85,QA'ed
2021-01-05 00:45:00,9.09,QA'ed
2021-01-05 01:00:00,9.46,QA'ed
2021-01-05 01:15:00,7.49,QA'ed
2021-01-05 01:30:00,7.48,QA'ed
2021-01-05 01:45:00,7.29,QA'ed
2021-01-05 02:00:00,9.11,QA'ed
2021-01-05 02:15:00,10.68,QA'ed
2021-01-05 02:30:00,10.36,QA'ed
2021-01-05 02:45:00,9.37,QA'ed
2021-01-05 03:00:00,9.68,QA'ed
2021-01-05 03:15:00,9.89,QA'ed
2021-01-05 03:30:00,9.78,QA'ed
2021-01-05 03:45:00,10.54,QA'ed
2021-01-05 04:00:00,11.0,QA'ed
2021-01-05 04:15:00,8.88,QA'ed
2021-01-05 04:30:00,9.02,QA'ed
2021-01-05 04:45:00,8.97,QA'ed
2021-01-05 05:00:00,7.92,QA'ed
2021-01-05 05:15:00,9.42,QA'ed
2021-01-05 05:30:00,10.61,QA'ed
2021-01-05 05:45:00,11.94,QA'ed
2021-01-05 06:00:00,12.01,QA'ed
2021-01-05 06:15:00,13.36,QA'ed
2021-01-05 06:30:00,14.96,QA'ed
2021-01-05 06:45:00,14.93,QA'ed
2021-01-05 07:00:00,16.08,QA'ed
2021-01-05 07:15:00,15.93,QA'ed
2021-01-05 07:30:00,14.65,QA'ed
2021-01-05 07:45:00,13.36,QA'ed
2021-01-05 08:00:00,13.21,QA'ed
2021-01-05 08:15:00,12.25,QA'ed
2021-01-05 08:30:00,11.33,QA'ed
2021-01-05 08:45:00,10.67,QA'ed
2021-01-05 09:00:00,10.94,QA'ed
2021-01-05 09:15:00,11.36,QA'ed
2021-01-05 09:30:00,11.26,QA'ed
2021-01-05 09:45:00,10.92,QA'ed
2021-01-05 10:00:00,9.66,QA'ed
2021-01-05 10:30:00,8.93,QA'ed
2021-01-05 10:45:00,7.82,QA'ed
2021-01-05 11:00:00,6.38,QA'ed
2021-01-05 11:15:00,6.41,QA'ed
2021-01-05 11:30:00,7.89,QA'ed
2021-01-05 11:45:00,6.16,QA'ed
2021-01-05 12:00:00,4.92,QA'ed
2021-01-05 12:15:00,4.62,QA'ed
2021-01-05 12:30:00,2.45,QA'ed
2021-01-05 12:45:00,1.94,QA'ed
2021-01-05 13:00:00,1.19,QA'ed
2021-01-05 13:15:00,0.71,QA'ed
2021-01-05 13:30:00,1.4,QA'ed
2021-01-05 13:45:00,1.88,QA'ed
2021-01-05 14:00:00,1.25,QA'ed
2021-01-05 14:15:00,1.52,QA'ed
2021-01-05 14:30:00,1.89,QA'ed
2021-01-05 14:45:00,1.48,QA'ed
2021-01-05 15:00:00,2.2,QA'ed
2021-01-05 15:15:00,5.64,QA'ed
2021-01-05 15:30:00,4.66,QA'ed
2021-01-05 15:45:00,3.75,QA'ed
2021-01-05 16:00:00,2.39,QA'ed
2021-01-05 16:15:00,3.08,QA'ed
2021-01-05 16:30:00,7.14,QA'ed
2021-01-05 16:45:00,6.77,QA'ed
2021-01-05 17:00:00,7.16,QA'ed
2021-01-05 17:15:00,7.03,QA'ed
2021-01-05 17:30:00,6.45,QA'ed
2021-01-05 17:45:00,6.18,QA'ed
2021-01-05 18:00:00,5.07,QA'ed
2021-01-05 18:15:00,3.54,QA'ed
2021-01-05 18:30:00,2.99,QA'ed
2021-01-05 18:45:00,3.66,QA'ed
2021-01-05 19:00:00,4.3,QA'ed
2021-01-05 19:15:00,5.73,QA'ed
2021-01-05 19:30:00,10.91,QA'ed
2021-01-05 19:45:00,13.66,QA'ed
2021-01-05 20:00:00,16.79,QA'ed
2021-01-05 20:15:00,16.81,QA'ed
2021-01-05 20:30:00,14.61,QA'ed
2021-01-05 20:45:00,12.49,QA'ed
2021-01-05 21:00:00,12.16,QA'ed
2021-01-05 21:15:00,11.04,QA'ed
2021-01-05 21:30:00,14.28,QA'ed
2021-01-05 21:45:00,11.22,QA'ed
2021-01-05 22:00:00,11.6,QA'ed
2021-01-05 22:15:00,12.54,QA'ed
2021-01-05 22:30:00,11.01,QA'ed
2021-01-05 22:45:00,9.65,QA'ed
2021-01-05 23:00:00,7.72,QA'ed
2021-01-05 23:15:00,9.51,QA'ed
2021-01-05 23:30:00,10.25,QA'ed
2021-01-05 23:45:00,9.75,QA'ed
2021-01-06 00:00:00,6.08,QA'ed
2021-01-06 00:15:00,5.56,QA'ed
2021-01-06 00:30:00,9.96,QA'ed
2021-01-06 00:45:00,14.9,QA'ed
2021-01-06 01:00:00,12.3,QA'ed
2021-01-06 01:15:00,11.73,QA'ed
2021-01-06 01:30:00,14.87,QA'ed
2021-01-06 01:45:00,17.64,QA'ed
2021-01-06 02:00:00,16.76,QA'ed
2021-01-06 02:15:00,15.93,QA'ed
2021-01-06 02:30:00,15.88,QA'ed
2021-01-06 02:45:00,14.9,QA'ed
2021-01-06 03:00:00,14.29,QA'ed
2021-01-06 03:15:00,14.1,QA'ed
2021-01-06 03:30:00,13.83,QA'ed
2021-01-06 03:45:00,13.21,QA'ed
2021-01-06 04:00:00,13.25,QA'ed
2021-01-06 04:15:00,13.0,QA'ed
2021-01-06 04:30:00,13.39,QA'ed
2021-01-06 04:45:00,13.29,QA'ed
2021-01-06 05:00:00,14.03,QA'ed
2021-01-06 05:15:00,14.43,QA'ed
2021-01-06 05:30:00,14.05,QA'ed
2021-01-06 05:45:00,15.35,QA'ed
2021-01-06 06:00:00,15.79,QA'ed
2021-01-06 06:15:00,15.46,QA'ed
2021-01-06 06:30:00,15.81,QA'ed
2021-01-06 06:45:00,15.75,QA'ed
2021-01-06 07:00:00,16.78,QA'ed
2021-01-06 07:15:00,16.44,QA'ed
2021-01-06 07:30:00,16.66,QA'ed
2021-01-06 07:45:00,15.96,QA'ed
2021-01-06 08:00:00,16.4,QA'ed
2021-01-06 08:15:00,16.68,QA'ed
2021-01-06 08:30:00,16.22,QA'ed
2021-01-06 08:45:00,15.25,QA'ed
2021-01-06 09:00:00,14.89,QA'ed
2021-01-06 09:15:00,15.21,QA'ed
2021-01-06 09:30:00,15.12,QA'ed
2021-01-06 09:45:00,14.94,QA'ed
2021-01-06 10:00:00,13.2,QA'ed
2021-01-06 10:15:00,12.6,QA'ed
2021-01-06 10:30:00,12.78,QA'ed
2021-01-06 10:45:00,11.25,QA'ed
2021-01-06 11:00:00,10.77,QA'ed
2021-01-06 11:15:00,10.54,QA'ed
2021-01-06 11:30:00,10.61,QA'ed
2021-01-06 11:45:00,10.82,QA'ed
2021-01-06 12:00:00,10.91,QA'ed
2021-01-06 12:15:00,10.22,QA'ed
2021-01-06 12:30:00,8.87,QA'ed
2021-01-06 12:45:00,7.61,QA'ed
2021-01-06 13:00:00,7.53,QA'ed
2021-01-06 13:15:00,8.27,QA'ed
2021-01-06 13:30:00,8.47,QA'ed
2021-01-06 13:45:00,8.67,QA'ed
2021-01-06 14:00:00,8.36,QA'ed
2021-01-06 14:15:00,7.56,QA'ed
2021-01-06 14:30:00,7.5,QA'ed
2021-01-06 14:45:00,8.1,QA'ed
2021-01-06 15:00:00,7.53,QA'ed
2021-01-06 15:15:00,6.27,QA'ed
2021-01-06 15:30:00,5.42,QA'ed
2021-01-06 15:45:00,5.35,QA'ed
2021-01-06 16:00:00,4.58,QA'ed
2021-01-06 16:15:00,4.69,QA'ed
2021-01-06 16:30:00,4.62,QA'ed
2021-01-06 16:45:00,4.44,QA'ed
2021-01-06 17:00:00,4.0,QA'ed
2021-01-06 17:15:00,3.11,QA'ed
2021-01-06 17:30:00,2.04,QA'ed
2021-01-06 17:45:00,1.89,QA'ed
2021-01-06 18:00:00,1.25,QA'ed
2021-01-06 18:15:00,0.8,QA'ed
2021-01-06 18:30:00,2.52,QA'ed
2021-01-06 18:45:00,10.22,QA'ed
2021-01-06 19:00:00,11.44,QA'ed
2021-01-06 19:15:00,11.16,QA'ed
2021-01-06 19:30:00,12.03,QA'ed
2021-01-06 19:45:00,12.75,QA'ed
2021-01-06 20:00:00,13.52,QA'ed
2021-01-06 20:15:00,14.73,QA'ed
2021-01-06 20:30:00,13.77,QA'ed
2021-01-06 20:45:00,12.84,QA'ed
2021-01-06 21:00:00,11.94,QA'ed
2021-01-06 21:15:00,10.88,QA'ed
2021-01-06 21:30:00,11.44,QA'ed
2021-01-06 21:45:00,11.23,QA'ed
2021-01-06 22:00:00,11.47,QA'ed
2021-01-06 22:15:00,11.83,QA'ed
2021-01-06 22:30:00,12.31,QA'ed
2021-01-06 22:45:00,12.21,QA'ed
2021-01-06 23:00:00,12.36,QA'ed
2021-01-06 23:15:00,12.34,QA'ed
2021-01-06 23:30:00,11.57,QA'ed
2021-01-06 23:45:00,11.0,QA'ed
2021-01-07 00:00:00,10.76,QA'ed
2021-01-07 00:15:00,10.54,QA'ed
2021-01-07 00:30:00,10.97,QA'ed
2021-01-07 00:45:00,11.0,QA'ed
2021-01-07 01:00:00,11.48,QA'ed
2021-01-07 01:15:00,11.64,QA'ed
2021-01-07 01:30:00,11.35,QA'ed
2021-01-07 01:45:00,10.6,QA'ed
2021-01-07 02:00:00,9.39,QA'ed
2021-01-07 02:15:00,8.07,QA'ed
2021-01-07 02:30:00,8.1,QA'ed
2021-01-07 02:45:00,6.58,QA'ed
2021-01-07 03:00:00,3.68,QA'ed
2021-01-07 03:15:00,5.83,QA'ed
2021-01-07 03:30:00,5.24,QA'ed
2021-01-07 03:45:00,4.44,QA'ed
2021-01-07 04:00:00,4.48,QA'ed
2021-01-07 04:15:00,4.87,QA'ed
2021-01-07 04:30:00,5.04,QA'ed
2021-01-07 04:45:00,4.31,QA'ed
2021-01-07 05:00:00,4.69,QA'ed
2021-01-07 05:15:00,4.16,QA'ed
2021-01-07 05:30:00,3.43,QA'ed
2021-01-07 05:45:00,3.8,QA'ed
2021-01-07 06:00:00,3.77,QA'ed
2021-01-07 06:15:00,3.7,QA'ed
2021-01-07 06:30:00,2.33,QA'ed
2021-01-07 06:45:00,1.96,QA'ed
2021-01-07 07:00:00,2.8,QA'ed
2021-01-07 07:15:00,1.73,QA'ed
2021-01-07 07:30:00,1.54,QA'ed
2021-01-07 07:45:00,2.38,QA'ed
2021-01-07 08:00:00,2.97,QA'ed
